page,chunk_id,label,bootstrap_score,text_preview,full_text
42,42_3,Procurement,2,"(% of 
GDP)  -12.9 -9.6 -9.2 -8.8 -8.5 
General government gross debt (% of GDP)  88.5 83.8 81.0 81.9 82.3 
Public gross financing needs (% of GDP)  18.7 15.6 16.2 15.3 14.7 
External debt (% of GDP)  21.5 19.5 19.6 19.8  - 
Gross international reserves (USD billions) 1/ 579.3  617.6  578.4   586.1  - 
Exchange rate (INR/USD, EOP) 1/ 73.5 75.8 82.2 83.3 - 
Note: FY202 2 ran from April 1, 202 2, to...","(% of 
GDP)  -12.9 -9.6 -9.2 -8.8 -8.5 
General government gross debt (% of GDP)  88.5 83.8 81.0 81.9 82.3 
Public gross financing needs (% of GDP)  18.7 15.6 16.2 15.3 14.7 
External debt (% of GDP)  21.5 19.5 19.6 19.8  - 
Gross international reserves (USD billions) 1/ 579.3  617.6  578.4   586.1  - 
Exchange rate (INR/USD, EOP) 1/ 73.5 75.8 82.2 83.3 - 
Note: FY202 2 ran from April 1, 202 2, to March 31, 202 3.  
* denotes projected figures . 
1/Reserves and exchange rate are sourced from RBI and pertain to late-October  2023.  
Source: International Monetary Fund ( IMF) World Economic Outlook July and October 2023, RBI, and IMF Country Report 2 2/386. 
C. Economic Outlook and Risks  
  
7. The economy is expected to grow at 5.9 and 6.3 percent in FY2023 and FY 2024, 
respectively,  according to IMF. A weakening of the global economy and lagged effect of 
monetary tightening as a response to fighting domestic inflation would curb demand in 
the second half of FY2023. Private consump"
42,42_4,Procurement,3,"ording to IMF. A weakening of the global economy and lagged effect of 
monetary tightening as a response to fighting domestic inflation would curb demand in 
the second half of FY2023. Private consumption will be affected as higher inflation 
erodes away purchasing power. The GOI’s subsidized food, fertilizer , and gas 
distribution will help offset some of the effects of high in  flation. High po...","ording to IMF. A weakening of the global economy and lagged effect of 
monetary tightening as a response to fighting domestic inflation would curb demand in 
the second half of FY2023. Private consumption will be affected as higher inflation 
erodes away purchasing power. The GOI’s subsidized food, fertilizer , and gas 
distribution will help offset some of the effects of high in  flation. High policy rates 
may constrain investment spending. Agriculture growth may be subdued due to uneven 
monsoon and lower so wn area while higher borrowing cost and commodity prices may 
impact the manufacturing sector.  
 
8. Overall inflation is expected to moderate to ~5.5 percent in FY2023 due to the 
easing of commodity prices and softening of growth. In May 2022, the RBI indicated"
43,43_1,Information Technology,5,"38 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
withdrawal of its accommodative stance in response to sustained inflation and has 
maintained the same stance as of October 2023. Persistent domestic inflation and the 
fear of imported inflation through strengthening of the dollar may push the RBI to furthe r 
raise interest rates in FY2023.  
 
9. The GOI’s fiscal deficit in FY2...","38 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
withdrawal of its accommodative stance in response to sustained inflation and has 
maintained the same stance as of October 2023. Persistent domestic inflation and the 
fear of imported inflation through strengthening of the dollar may push the RBI to furthe r 
raise interest rates in FY2023.  
 
9. The GOI’s fiscal deficit in FY2023 is expected to moderate slightly to 8.8 percent 
of GDP as tax revenues increase on the back of improved economic activity. The GOI’s 
deficit is projected to moderate to 5.9 percent of GDP. Fiscal pressures could strengthe n 
due to rising subsidy burden, hikes in policy rate increasing the cost of borrowing , and 
roll out of populist measures in a pre -election year.   
 
10. The public debt is expected to remain around 82 percent of GDP in FY2023, 
similar to FY2022. In an environment of moderating nominal growth and higher interest 
rates, fiscal consolidation will be key to reduce pu"
43,43_2,Information Technology,8,"t is expected to remain around 82 percent of GDP in FY2023, 
similar to FY2022. In an environment of moderating nominal growth and higher interest 
rates, fiscal consolidation will be key to reduce public debt. Despite being high, India’s 
publi c debt remains sustainable given favorable aided by having a long and medium 
maturity, being denominated in domestic currency, and primarily held by resi...","t is expected to remain around 82 percent of GDP in FY2023, 
similar to FY2022. In an environment of moderating nominal growth and higher interest 
rates, fiscal consolidation will be key to reduce public debt. Despite being high, India’s 
publi c debt remains sustainable given favorable aided by having a long and medium 
maturity, being denominated in domestic currency, and primarily held by residents. 
India’s external debt is expected to remain stable.  
 
11. The current account deficit is projected at 1.8 percent of GDP for FY2023.  A 
slower than expected export growth due to the global slowdown and a higher import bill 
may put pressure on the current account deficit. Remittances may remain strong as a 
depreci ating rupee makes remittances more lucrative. Waning of global commodity price 
pressures and impetus to exports from some of the ongoing schemes would help current 
account deficit to moderate further."
44,44_1,Information Technology,12,"39 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
Annex 4 : GESI Assessment and Strategy  
 
A. GESI Assessment in the Transport Sector in India and Kerala State  
 
1. India is making progress towards gender equality, but disparities still persist. In 
the fabric of the Indian Constitution, gender equality is deeply stitched, as captured in 
Article 14 that promotes equality, Ar...","39 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
Annex 4 : GESI Assessment and Strategy  
 
A. GESI Assessment in the Transport Sector in India and Kerala State  
 
1. India is making progress towards gender equality, but disparities still persist. In 
the fabric of the Indian Constitution, gender equality is deeply stitched, as captured in 
Article 14 that promotes equality, Article 15 that prohibits discrimination, and Article 39 
which emphasizes gender equality across poli tical, economic, and social realms.141 The 
Gender Development Index (GDI) has been steadily increasing in India from 0. 759 in 
2001  to 0.849 in 2021, but it remains still lower than the majority of the South Asian 
countries.142 The World Economic Forum's “ The Global Gender Gap Index 2022 ” ranks 
India 135th out of 146 countries, reflecting notable gender gaps.143 The Gender 
Inequality Index (GII), with a score of 0.490 in 2021, also indicates a persistent gender 
gap, which is evident fr"
44,44_2,Information Technology,7,"ks 
India 135th out of 146 countries, reflecting notable gender gaps.143 The Gender 
Inequality Index (GII), with a score of 0.490 in 2021, also indicates a persistent gender 
gap, which is evident from the nearly 50 percent difference in labor force participation 
rates.144 The representation of women in the country’s formal transport sector is also 
quite negligible, accounting for less than one...","ks 
India 135th out of 146 countries, reflecting notable gender gaps.143 The Gender 
Inequality Index (GII), with a score of 0.490 in 2021, also indicates a persistent gender 
gap, which is evident from the nearly 50 percent difference in labor force participation 
rates.144 The representation of women in the country’s formal transport sector is also 
quite negligible, accounting for less than one percent of the workforce.145 Despite the 
fact that women in Indian cities rely on public transport more than men, these services 
are not customarily built considering their safety and specific travel needs.146 The 
prevalence of harassment in public transportation is also concerning, as in 2021, nearly 
56 percent of female passengers reported experiencing sexual harassment.147  
 
2. Kerala State presents high levels of education among females, but they still face 
economic and security challenges, which GOK is trying to address. Kerala has the 
highest percentage of literate women in Indi"
44,44_3,Information Technology,5,"ate presents high levels of education among females, but they still face 
economic and security challenges, which GOK is trying to address. Kerala has the 
highest percentage of literate women in India (95.7 percent) among those aged 7 and 
older, co mpared to the national average of 70.3 percent.148 However, the average wage 
and salary of females is 72 percent of that of males in Kerala.149 The ...","ate presents high levels of education among females, but they still face 
economic and security challenges, which GOK is trying to address. Kerala has the 
highest percentage of literate women in India (95.7 percent) among those aged 7 and 
older, co mpared to the national average of 70.3 percent.148 However, the average wage 
and salary of females is 72 percent of that of males in Kerala.149 The unemployment rate 
is also concerning, particularly for young women (age group 15 -29 years), as it is more 
than double that of men (43.8 percent for women and 20.6 percent for men).150 Kerala 
 
 
141 GOI; “ The Constitution of India ”; May 2022; ( link). 
142 GDI is measured based on the (i) life expectancy at birth; (ii) expected years of schooling; and (iii) 
estimated earned income . A high GDI value indicates low inequality between men and women, and vice -
versa.  For 2021, the GDI value for the world has been measured to be 0.958, the maximum for Barbados 
(1.034) and the minimum for "
44,44_4,Procurement,6,"GDI value indicates low inequality between men and women, and vice -
versa.  For 2021, the GDI value for the world has been measured to be 0.958, the maximum for Barbados 
(1.034) and the minimum for Yemen (0.496). Source: United Nations Development Program (UNDP); 
“Human Development Reports: Gender Development  Index – India ”; 2023; ( link).    
143 World Economic Forum; “Global Gender Gap Repo...","GDI value indicates low inequality between men and women, and vice -
versa.  For 2021, the GDI value for the world has been measured to be 0.958, the maximum for Barbados 
(1.034) and the minimum for Yemen (0.496). Source: United Nations Development Program (UNDP); 
“Human Development Reports: Gender Development  Index – India ”; 2023; ( link).    
143 World Economic Forum; “Global Gender Gap Report” ; 2023; ( link).  
144 GII is based on the dimensions of (i) reproductive health, (ii) empowerment, and (iii) labor market 
participation. A high GII value indicates high inequality between men and women, and vice -versa.  For 2021, 
the GII value for the world has been measured to be 0.465, the maximum for Yemen (0.820), and the 
minimum for Denmark (0.013). Source: UNDP; “ Human Development Reports: Gender Inequality Index – 
India ”; 2023; ( link). 
145 A. Srija.; Confederation of Indian Industry; “Employment Potential of the Road Transport Sector” ; 2015; 
(link). 
146 The World Bank; "
44,44_5,Procurement,6,"Reports: Gender Inequality Index – 
India ”; 2023; ( link). 
145 A. Srija.; Confederation of Indian Industry; “Employment Potential of the Road Transport Sector” ; 2015; 
(link). 
146 The World Bank; “ Toolkit for Enabling Gender Responsive Urban Mobility and Public Spaces: Volume 1 
– The ‘What to do’ Note for Policymakers ”; 2022; ( link). 
147 Observer Research Foundation; “Women on the Move: T...","Reports: Gender Inequality Index – 
India ”; 2023; ( link). 
145 A. Srija.; Confederation of Indian Industry; “Employment Potential of the Road Transport Sector” ; 2015; 
(link). 
146 The World Bank; “ Toolkit for Enabling Gender Responsive Urban Mobility and Public Spaces: Volume 1 
– The ‘What to do’ Note for Policymakers ”; 2022; ( link). 
147 Observer Research Foundation; “Women on the Move: The Impact of Safety Concerns on Women’s 
Mobility ”; 2021 ; (link). 
148 National Statistics Office; “Key Indicators of Household Social Consumption on Education in India ”; 2019; 
(link). 
149 For regular wage and salaried employees in the age group 15 -59. Source: Department of Economics 
and Statistics, Thiruvananthapuram, Kerala ; “Gender Statistics 2017 -18”; 2019; ( link). 
150 National Sample Survey Office; “Annual Report: Periodic Labor Force Survey (PLFS) (July 2022 – June 
2023)” ; 2023; ( link)."
45,45_1,Information Technology,5,"40 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
has also the lowest women participation (5 percent) in the 17th Lok Sabha, 2019151, 
whereas overall women participation was 14 percent.152 Disturbingly, the crime rates 
against women in Kerala is high (82 per 100,000 population) in contrast to the national 
average 66.4.153 This number is more alarming when it comes to the recor...","40 
 
 *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  *OFFICIAL USE ONLY  
has also the lowest women participation (5 percent) in the 17th Lok Sabha, 2019151, 
whereas overall women participation was 14 percent.152 Disturbingly, the crime rates 
against women in Kerala is high (82 per 100,000 population) in contrast to the national 
average 66.4.153 This number is more alarming when it comes to the recorded rape 
cases, as Kerala ranks as the second State in India with 2,023 cases in 2019, increasing  
256 percent from 2009.154 The number of sexual harassment incidents on public buses 
over the past couple of years is also significant and has increased from 309 in 2021 to 
443 in 2022.155  
 
3. GOK had developed a robust regulatory framework and adopted a number of 
initiatives to bridge the gender gap in the State. In particular, in 2015, GOK  introduced 
the “ Gender Equality and Women’s Empowerment Policy  for Kerala ”.156 The Kerala 
Municipality Bill 2009 and Kerala Panchayati Raj Bill "
45,45_2,Procurement,10,"der gap in the State. In particular, in 2015, GOK  introduced 
the “ Gender Equality and Women’s Empowerment Policy  for Kerala ”.156 The Kerala 
Municipality Bill 2009 and Kerala Panchayati Raj Bill 2009, which set aside 50 percent 
of seats for women in local governments, are significant steps toward strengthening the 
political engagement of women.157 Several programs are also being conducted t...","der gap in the State. In particular, in 2015, GOK  introduced 
the “ Gender Equality and Women’s Empowerment Policy  for Kerala ”.156 The Kerala 
Municipality Bill 2009 and Kerala Panchayati Raj Bill 2009, which set aside 50 percent 
of seats for women in local governments, are significant steps toward strengthening the 
political engagement of women.157 Several programs are also being conducted to 
improve the security of women in public spaces, such as (i) Pink Police Patrols under 
Kerala Police, (ii) Nirbhaya and Rakhsha app by Kerala Police,158 (iii) She 
Taxis/Nirbhaya Autos, (iv) women drivers in KSRTC, and (v) GPS -enabled panic buttons 
in public transport vehicles.  
 
4. In India, PWD face substantial obstacles to utilize public transport. For example, 
a survey  recently  conducted in  Hyderabad showed  that PWD face d numerous problems 
in accessing bus and railway transport services .159 Similarly, a n independent 
assessment on the disabled friendliness of transport faci"
45,45_3,Information Technology,8,"cted in  Hyderabad showed  that PWD face d numerous problems 
in accessing bus and railway transport services .159 Similarly, a n independent 
assessment on the disabled friendliness of transport facilities in Ludhiana  (Punjab ) 
conclude d that the transport facility was far from being satisfactory enough to be called 
barrier -free. 160 With approximately 26.8 million PWD in India (and nearly 0...","cted in  Hyderabad showed  that PWD face d numerous problems 
in accessing bus and railway transport services .159 Similarly, a n independent 
assessment on the disabled friendliness of transport facilities in Ludhiana  (Punjab ) 
conclude d that the transport facility was far from being satisfactory enough to be called 
barrier -free. 160 With approximately 26.8 million PWD in India (and nearly 0.7 million 
PWD in Kerala), the need for inclusive policies and infrastructure is pressing.161 GOI 
enacted the Rights of PWD Act in 2016, which flags the need of easy accessibility to 
transport services for PWD. Implementation efforts are evident through initiatives like 
 
 
151 As per the provision of Article 79 of Indian Constitution, t he Lok Sabha is composed of representatives 
of people chosen by direct election on the basis of Universal Adult Suffrage. The Constitution of India allows 
for a maximum of 550 members in the House, with 530 members representing the States and 20 
represe"
